Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
102.58 s,-4.81 m,-0.47 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
102.7 s,-4.81 m,-0.46 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
102.82 s,-4.81 m,-0.45 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
102.94 s,-4.81 m,-0.44 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
103.06 s,-4.81 m,-0.42 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
103.18 s,-4.81 m,-0.41 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
103.3 s,-4.81 m,-0.40 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
103.41 s,-4.81 m,-0.39 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
103.53 s,-4.81 m,-0.38 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-1 pixels
103.65 s,-4.81 m,-0.37 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,0 pixels
103.76 s,-4.81 m,-0.36 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,2 pixels
103.88 s,-4.81 m,-0.35 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,3 pixels
103.9 s,-4.81 m,-0.35 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,4 pixels
103.92 s,-4.81 m,-0.35 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,5 pixels
103.95 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,7 pixels
103.97 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,8 pixels
103.99 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,10 pixels
104.01 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,11 pixels
104.03 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,11 pixels
104.05 s,-4.81 m,-0.34 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
104.08 s,-4.81 m,-0.33 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,13 pixels
104.11 s,-4.81 m,-0.33 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
104.13 s,-4.81 m,-0.33 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,15 pixels
104.15 s,-4.81 m,-0.33 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,16 pixels
104.18 s,-4.81 m,-0.32 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,16 pixels
104.21 s,-4.81 m,-0.32 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,17 pixels
104.28 s,-4.81 m,-0.31 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,18 pixels
104.4 s,-4.81 m,-0.30 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,18 pixels
104.5 s,-4.81 m,-0.29 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,19 pixels
104.6 s,-4.81 m,-0.28 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,20 pixels
104.71 s,-4.81 m,-0.28 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,21 pixels
104.81 s,-4.81 m,-0.26 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,21 pixels
104.92 s,-4.81 m,-0.26 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,22 pixels
105.03 s,-4.81 m,-0.25 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,23 pixels
105.14 s,-4.81 m,-0.24 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,23 pixels
105.24 s,-4.81 m,-0.23 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,24 pixels
105.35 s,-4.81 m,-0.22 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,24 pixels
105.45 s,-4.81 m,-0.21 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,25 pixels
105.6 s,-4.81 m,-0.19 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,26 pixels
105.67 s,-4.81 m,-0.19 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,26 pixels
105.77 s,-4.81 m,-0.18 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,27 pixels
105.88 s,-4.81 m,-0.17 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,28 pixels
106.0 s,-4.81 m,-0.16 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,28 pixels
106.11 s,-4.81 m,-0.15 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,29 pixels
106.21 s,-4.81 m,-0.14 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,29 pixels
106.33 s,-4.81 m,-0.13 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
106.43 s,-4.81 m,-0.12 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
106.54 s,-4.81 m,-0.11 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
106.65 s,-4.81 m,-0.10 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
106.76 s,-4.81 m,-0.09 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
106.86 s,-4.81 m,-0.08 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
106.97 s,-4.81 m,-0.07 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,34 pixels
107.09 s,-4.81 m,-0.06 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
107.24 s,-4.81 m,-0.04 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
107.3 s,-4.81 m,-0.04 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
107.4 s,-4.81 m,-0.03 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
107.5 s,-4.81 m,-0.02 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,36 pixels
107.6 s,-4.81 m,-0.01 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,36 pixels
107.7 s,-4.81 m,0.00 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,36 pixels
