Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
42.85 s,3.42 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
42.97 s,3.43 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.08 s,3.44 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.2 s,3.45 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.32 s,3.46 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.43 s,3.47 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.55 s,3.48 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.67 s,3.49 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.78 s,3.51 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
43.9 s,3.52 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.01 s,3.53 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.13 s,3.54 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.25 s,3.55 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.37 s,3.56 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.48 s,3.57 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.6 s,3.58 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.72 s,3.59 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.83 s,3.60 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
44.95 s,3.61 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
45.06 s,3.62 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.18 s,3.63 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.3 s,3.64 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.41 s,3.66 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.53 s,3.66 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.65 s,3.68 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.76 s,3.69 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
45.88 s,3.70 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
46.0 s,3.71 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
46.12 s,3.72 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
46.24 s,3.73 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
46.36 s,3.74 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
46.48 s,3.75 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
46.59 s,3.76 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
46.71 s,3.78 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
46.84 s,3.79 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
46.96 s,3.80 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
47.07 s,3.81 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
47.19 s,3.82 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
47.31 s,3.83 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
47.43 s,3.84 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
47.55 s,3.85 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
47.66 s,3.86 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
47.79 s,3.87 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
47.9 s,3.88 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.02 s,3.90 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.14 s,3.91 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.26 s,3.92 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.38 s,3.93 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.5 s,3.94 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.62 s,3.95 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.73 s,3.96 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.85 s,3.97 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
48.97 s,3.98 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
49.09 s,3.99 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
49.21 s,4.00 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
49.33 s,4.02 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
49.45 s,4.03 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
49.56 s,4.04 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
49.68 s,4.05 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
49.79 s,4.06 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
49.91 s,4.07 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
50.03 s,4.08 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
50.15 s,4.09 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
50.27 s,4.10 m,-4.78 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-8 pixels
50.39 s,4.11 m,-4.78 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-8 pixels
50.51 s,4.13 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-8 pixels
50.63 s,4.14 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-8 pixels
50.75 s,4.15 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
50.86 s,4.16 m,-4.77 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
50.98 s,4.17 m,-4.77 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-9 pixels
51.1 s,4.18 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-9 pixels
51.22 s,4.19 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-9 pixels
51.34 s,4.20 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
51.45 s,4.21 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
51.57 s,4.22 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
51.69 s,4.23 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-10 pixels
51.81 s,4.24 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-10 pixels
51.93 s,4.25 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
52.04 s,4.26 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
52.16 s,4.27 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
52.28 s,4.28 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-8 pixels
52.39 s,4.29 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-9 pixels
52.51 s,4.30 m,-4.75 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-9 pixels
52.63 s,4.32 m,-4.74 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
52.75 s,4.33 m,-4.74 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
52.87 s,4.34 m,-4.74 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
55.89 s,4.57 m,-4.68 m,0.46 m,-0.01 m/s,0.11 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
55.91 s,4.57 m,-4.68 m,0.46 m,-0.01 m/s,0.11 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
55.92 s,4.57 m,-4.68 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
55.95 s,4.57 m,-4.68 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
55.97 s,4.57 m,-4.68 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
56.0 s,4.57 m,-4.67 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
56.02 s,4.57 m,-4.67 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-11 pixels
56.04 s,4.57 m,-4.67 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-11 pixels
56.06 s,4.57 m,-4.67 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-11 pixels
56.08 s,4.57 m,-4.67 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
56.11 s,4.57 m,-4.66 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,-10 pixels
56.13 s,4.57 m,-4.66 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,-0.00 rad,1.57 rad,5 pixels
56.15 s,4.57 m,-4.66 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,0.00 rad,1.57 rad,6 pixels
56.17 s,4.57 m,-4.66 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,0.00 rad,1.57 rad,7 pixels
56.19 s,4.57 m,-4.65 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,0.00 rad,1.57 rad,8 pixels
56.22 s,4.57 m,-4.65 m,0.46 m,-0.02 m/s,0.12 m/s,0.00 m/s,0.01 rad,0.00 rad,1.57 rad,9 pixels
56.33 s,4.57 m,-4.64 m,0.46 m,-0.02 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,10 pixels
56.44 s,4.56 m,-4.62 m,0.46 m,-0.02 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,11 pixels
56.55 s,4.56 m,-4.61 m,0.46 m,-0.02 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
56.67 s,4.56 m,-4.60 m,0.46 m,-0.02 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
56.78 s,4.56 m,-4.59 m,0.46 m,-0.01 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,15 pixels
56.88 s,4.56 m,-4.57 m,0.46 m,-0.01 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,17 pixels
56.99 s,4.56 m,-4.56 m,0.46 m,-0.01 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,18 pixels
57.09 s,4.56 m,-4.55 m,0.46 m,-0.00 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,19 pixels
57.19 s,4.56 m,-4.53 m,0.46 m,-0.00 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,20 pixels
57.29 s,4.56 m,-4.52 m,0.46 m,0.00 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,21 pixels
57.4 s,4.56 m,-4.51 m,0.46 m,0.01 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,22 pixels
57.5 s,4.56 m,-4.50 m,0.46 m,0.01 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,23 pixels
57.61 s,4.56 m,-4.49 m,0.46 m,0.01 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,24 pixels
57.72 s,4.56 m,-4.47 m,0.46 m,0.02 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,25 pixels
57.82 s,4.56 m,-4.46 m,0.46 m,0.02 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,26 pixels
57.92 s,4.56 m,-4.45 m,0.46 m,0.03 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,26 pixels
58.04 s,4.57 m,-4.44 m,0.46 m,0.03 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,27 pixels
58.15 s,4.57 m,-4.43 m,0.46 m,0.03 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,28 pixels
58.27 s,4.57 m,-4.42 m,0.46 m,0.03 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,28 pixels
58.37 s,4.58 m,-4.41 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,28 pixels
58.47 s,4.58 m,-4.40 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,29 pixels
58.59 s,4.58 m,-4.39 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,29 pixels
58.7 s,4.59 m,-4.38 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,29 pixels
58.8 s,4.59 m,-4.37 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
58.91 s,4.60 m,-4.36 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.01 s,4.60 m,-4.35 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.11 s,4.61 m,-4.34 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.21 s,4.61 m,-4.33 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.32 s,4.61 m,-4.32 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.43 s,4.62 m,-4.31 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.53 s,4.62 m,-4.30 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,30 pixels
59.64 s,4.63 m,-4.29 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
59.74 s,4.63 m,-4.28 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
59.87 s,4.64 m,-4.27 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
59.96 s,4.64 m,-4.26 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
60.06 s,4.64 m,-4.25 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
60.18 s,4.65 m,-4.24 m,0.46 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
60.29 s,4.65 m,-4.23 m,0.46 m,0.04 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
60.4 s,4.65 m,-4.23 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
60.51 s,4.66 m,-4.22 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
60.62 s,4.66 m,-4.21 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
60.73 s,4.66 m,-4.20 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
60.83 s,4.67 m,-4.19 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,34 pixels
60.94 s,4.67 m,-4.18 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,34 pixels
61.04 s,4.67 m,-4.17 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
61.14 s,4.68 m,-4.16 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
61.25 s,4.68 m,-4.15 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,36 pixels
61.35 s,4.68 m,-4.14 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
61.47 s,4.68 m,-4.13 m,0.46 m,0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
61.59 s,4.69 m,-4.12 m,0.46 m,0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,34 pixels
61.71 s,4.69 m,-4.11 m,0.46 m,0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,34 pixels
61.83 s,4.69 m,-4.10 m,0.46 m,0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,33 pixels
61.95 s,4.69 m,-4.09 m,0.46 m,0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,32 pixels
62.06 s,4.70 m,-4.08 m,0.46 m,0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,31 pixels
62.18 s,4.70 m,-4.07 m,0.46 m,0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,31 pixels
62.3 s,4.70 m,-4.06 m,0.46 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.02 rad,1.57 rad,32 pixels
62.42 s,4.71 m,-4.05 m,0.46 m,0.07 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.02 rad,1.57 rad,32 pixels
62.53 s,4.72 m,-4.04 m,0.46 m,0.08 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,29 pixels
62.66 s,4.73 m,-4.03 m,0.46 m,0.08 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,25 pixels
62.78 s,4.74 m,-4.01 m,0.46 m,0.08 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,20 pixels
62.91 s,4.75 m,-4.00 m,0.46 m,0.09 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,19 pixels
63.02 s,4.76 m,-3.99 m,0.46 m,0.09 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,18 pixels
63.14 s,4.77 m,-3.98 m,0.46 m,0.08 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,15 pixels
63.26 s,4.78 m,-3.97 m,0.46 m,0.07 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,11 pixels
63.38 s,4.79 m,-3.96 m,0.46 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,7 pixels
63.49 s,4.79 m,-3.95 m,0.46 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,4 pixels
63.61 s,4.80 m,-3.94 m,0.46 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,3 pixels
63.73 s,4.80 m,-3.93 m,0.46 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,2 pixels
63.85 s,4.81 m,-3.92 m,0.46 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,0 pixels
63.96 s,4.81 m,-3.91 m,0.46 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-1 pixels
64.08 s,4.81 m,-3.89 m,0.46 m,0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.56 rad,-2 pixels
64.2 s,4.81 m,-3.88 m,0.46 m,0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.56 rad,-2 pixels
64.32 s,4.81 m,-3.87 m,0.46 m,0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.56 rad,-3 pixels
64.43 s,4.81 m,-3.86 m,0.46 m,-0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.56 rad,-3 pixels
64.55 s,4.81 m,-3.85 m,0.46 m,-0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.56 rad,-3 pixels
