Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
39.45 s,-4.80 m,5.38 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002017760554975634,0.0007501957281887818,-1.59701076,-47 pixels,N/A,N/A,N/A
39.55 s,-4.80 m,5.37 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002024693785363278,0.0008397829961829706,-1.596966813,-47 pixels,N/A,N/A,N/A
39.65 s,-4.80 m,5.36 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002006300014981178,0.0008063999357384374,-1.597043321,-47 pixels,N/A,N/A,N/A
39.76 s,-4.80 m,5.35 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020429953390526316,0.0009243009339738729,-1.596989273,-47 pixels,N/A,N/A,N/A
39.88 s,-4.80 m,5.34 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019885555816005606,0.0009048789389220695,-1.597109768,-47 pixels,N/A,N/A,N/A
39.98 s,-4.80 m,5.33 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002055753561850657,0.0009969819897289393,-1.597104688,-47 pixels,N/A,N/A,N/A
40.09 s,-4.80 m,5.32 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019947081085553253,0.0010632096992065799,-1.597236041,-47 pixels,N/A,N/A,N/A
40.19 s,-4.80 m,5.31 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002124869207516615,0.0011055457121220765,-1.597213569,-47 pixels,N/A,N/A,N/A
40.3 s,-4.80 m,5.30 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020802893482546624,0.0011148838318944595,-1.597310808,-47 pixels,N/A,N/A,N/A
40.41 s,-4.80 m,5.29 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021136530505507264,0.0010863537339492997,-1.597299509,-47 pixels,N/A,N/A,N/A
40.56 s,-4.80 m,5.28 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002043483137113673,0.0010365671257979879,-1.597386085,-47 pixels,N/A,N/A,N/A
40.63 s,-4.80 m,5.27 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019837093321952827,0.0010837987662203953,-1.597397299,-47 pixels,N/A,N/A,N/A
40.74 s,-4.80 m,5.26 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018768882231898244,0.0011319980087222605,-1.597500289,-47 pixels,N/A,N/A,N/A
40.85 s,-4.80 m,5.25 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018927447503570816,0.0010642882054422943,-1.597558146,-47 pixels,N/A,N/A,N/A
40.97 s,-4.80 m,5.24 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018500383132759337,0.001111828498457289,-1.597603779,-47 pixels,N/A,N/A,N/A
41.08 s,-4.80 m,5.23 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002021314423084059,0.0011089990855221881,-1.597647396,-47 pixels,N/A,N/A,N/A
41.2 s,-4.80 m,5.22 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002157147964213192,0.0011253627177437182,-1.597765008,-46 pixels,N/A,N/A,N/A
41.31 s,-4.80 m,5.21 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002243096350572512,0.001070587217330561,-1.597778075,-46 pixels,N/A,N/A,N/A
41.43 s,-4.80 m,5.20 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021854171283464167,0.0011760274324762808,-1.597879864,-45 pixels,N/A,N/A,N/A
41.53 s,-4.80 m,5.19 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022447939428278827,0.0012644825259771361,-1.597865629,-44 pixels,N/A,N/A,N/A
41.64 s,-4.80 m,5.18 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021763912363103864,0.0014727279345432462,-1.598037486,-43 pixels,N/A,N/A,N/A
41.76 s,-4.80 m,5.17 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022064795076677593,0.0015874258088311444,-1.598054538,-42 pixels,N/A,N/A,N/A
41.87 s,-4.80 m,5.16 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020864742338776833,0.00173067138136329,-1.598197054,-42 pixels,N/A,N/A,N/A
41.98 s,-4.79 m,5.15 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002046988772638418,0.0018194700059331543,-1.598146607,-41 pixels,N/A,N/A,N/A
42.09 s,-4.79 m,5.14 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002058707842089302,0.0018501438516804467,-1.598364939,-40 pixels,N/A,N/A,N/A
42.2 s,-4.79 m,5.13 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002041552505739033,0.001891865719381211,-1.598313596,-39 pixels,N/A,N/A,N/A
42.3 s,-4.79 m,5.12 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019697487127120147,0.0018836594822753613,-1.598525284,-38 pixels,N/A,N/A,N/A
42.41 s,-4.79 m,5.11 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019023616978049304,0.0018694635460515191,-1.598458416,-38 pixels,N/A,N/A,N/A
42.52 s,-4.79 m,5.11 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019038000739560648,0.0018628103203460228,-1.598687161,-37 pixels,N/A,N/A,N/A
42.63 s,-4.80 m,5.10 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019305798723251414,0.001856465008072622,-1.598630984,-36 pixels,N/A,N/A,N/A
42.74 s,-4.80 m,5.09 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019458717501688058,0.0018100800179119483,-1.598918857,-35 pixels,N/A,N/A,N/A
42.85 s,-4.80 m,5.08 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001985622151729217,0.0017397437285833458,-1.598788993,-34 pixels,N/A,N/A,N/A
42.96 s,-4.80 m,5.07 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001995866415944255,0.0016032875842057063,-1.598992584,-34 pixels,N/A,N/A,N/A
43.08 s,-4.80 m,5.06 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018870688847972769,0.0015974008664238076,-1.598868449,-33 pixels,N/A,N/A,N/A
43.18 s,-4.80 m,5.05 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018197859546078793,0.0014969034077931458,-1.599084471,-32 pixels,N/A,N/A,N/A
43.29 s,-4.80 m,5.04 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017237154723498992,0.0014937957607163764,-1.599089462,-31 pixels,N/A,N/A,N/A
43.41 s,-4.80 m,5.03 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017464578052024074,0.0014124258433351677,-1.599133477,-30 pixels,N/A,N/A,N/A
43.53 s,-4.80 m,5.01 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018444485416440055,0.0013596101434550005,-1.599058551,-30 pixels,N/A,N/A,N/A
43.66 s,-4.80 m,5.00 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019231990580118367,0.001233304782942588,-1.599247879,-29 pixels,N/A,N/A,N/A
43.73 s,-4.80 m,5.00 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018762790935262562,0.0013027140020637137,-1.59926038,-28 pixels,N/A,N/A,N/A
43.84 s,-4.80 m,4.99 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019116916981749303,0.0012744684750893853,-1.599303875,-27 pixels,N/A,N/A,N/A
43.95 s,-4.80 m,4.98 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020557179216421145,0.0012496116510253342,-1.599268428,-26 pixels,N/A,N/A,N/A
44.06 s,-4.80 m,4.97 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020788556923191748,0.0011894891743751581,-1.599430326,-25 pixels,N/A,N/A,N/A
44.17 s,-4.80 m,4.96 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020147808462756514,0.001167374222738471,-1.599479527,-24 pixels,N/A,N/A,N/A
44.28 s,-4.80 m,4.95 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020139922468111727,0.0010588818624929,-1.599654964,-23 pixels,N/A,N/A,N/A
44.38 s,-4.80 m,4.94 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020535281936142962,0.0010341296201325121,-1.599562897,-22 pixels,N/A,N/A,N/A
44.49 s,-4.80 m,4.93 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002018076090078244,0.000860498628245733,-1.599664463,-21 pixels,N/A,N/A,N/A
44.6 s,-4.80 m,4.92 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019518156188982343,0.0008611660302136556,-1.599631643,-20 pixels,N/A,N/A,N/A
44.72 s,-4.80 m,4.91 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001828514798168847,0.0007515398589088935,-1.599772676,-19 pixels,N/A,N/A,N/A
44.83 s,-4.80 m,4.90 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017681560000866678,0.0007999027374580266,-1.599680292,-18 pixels,N/A,N/A,N/A
44.94 s,-4.80 m,4.89 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018004457822720565,0.000740032102744919,-1.599790656,-17 pixels,N/A,N/A,N/A
45.05 s,-4.80 m,4.88 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.00180238721501118,0.0008441037695818376,-1.599757613,-16 pixels,N/A,N/A,N/A
45.2 s,-4.80 m,4.86 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018343001295454946,0.0008732852129196383,-1.599829969,-15 pixels,N/A,N/A,N/A
45.26 s,-4.80 m,4.86 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001783061143187603,0.0009869893921779392,-1.599811751,-13 pixels,N/A,N/A,N/A
45.36 s,-4.80 m,4.85 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017761151108152894,0.0009171330029212604,-1.599943267,-12 pixels,N/A,N/A,N/A
45.49 s,-4.80 m,4.84 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001811802641669227,0.0010325569820602227,-1.599928404,-11 pixels,N/A,N/A,N/A
45.59 s,-4.80 m,4.83 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017731098575313278,0.0010216845782979793,-1.600054807,-9 pixels,N/A,N/A,N/A
45.71 s,-4.80 m,4.82 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018265836362292619,0.001110448809204077,-1.600013796,-9 pixels,N/A,N/A,N/A
45.82 s,-4.80 m,4.81 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017902459773850665,0.0011015341297854935,-1.600152238,-9 pixels,N/A,N/A,N/A
45.94 s,-4.80 m,4.80 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019391117315158124,0.0011869475470965313,-1.600130213,-9 pixels,N/A,N/A,N/A
46.06 s,-4.80 m,4.79 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002046047441072332,0.001084036802655887,-1.600219217,-9 pixels,N/A,N/A,N/A
46.17 s,-4.80 m,4.78 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002087886802469023,0.001153878944062967,-1.600169844,-9 pixels,N/A,N/A,N/A
46.29 s,-4.80 m,4.77 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002279031954473101,0.0010194929526651244,-1.6002423,-9 pixels,N/A,N/A,N/A
46.41 s,-4.80 m,4.76 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023447922586221936,0.0011600108199597318,-1.600324699,-9 pixels,N/A,N/A,N/A
46.53 s,-4.80 m,4.75 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0025141089140768734,0.0011138641764994242,-1.600324434,-9 pixels,N/A,N/A,N/A
46.65 s,-4.80 m,4.74 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.00227878000570468,0.0012054114225498631,-1.6004046,-9 pixels,N/A,N/A,N/A
46.77 s,-4.80 m,4.73 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002372731772731625,0.0011648224488923567,-1.600463332,-9 pixels,N/A,N/A,N/A
46.88 s,-4.80 m,4.72 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023363856412668936,0.0012721964605582816,-1.600511701,-8 pixels,N/A,N/A,N/A
47.0 s,-4.80 m,4.71 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002400203780502308,0.0012273201758905207,-1.600569366,-8 pixels,N/A,N/A,N/A
47.12 s,-4.80 m,4.69 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002304669341765484,0.0012193839807505954,-1.600678244,-8 pixels,N/A,N/A,N/A
47.24 s,-4.80 m,4.68 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022369771238338874,0.001296926522479584,-1.600696178,-8 pixels,N/A,N/A,N/A
47.36 s,-4.80 m,4.67 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020980741903912823,0.0012607373628581084,-1.600806284,-8 pixels,N/A,N/A,N/A
47.48 s,-4.80 m,4.66 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020278735879319,0.0013588089156240037,-1.600825519,-8 pixels,N/A,N/A,N/A
47.59 s,-4.80 m,4.65 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019964720618574766,0.0012884601059824294,-1.600999096,-8 pixels,N/A,N/A,N/A
47.72 s,-4.80 m,4.64 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019148296375677365,0.0014137903090861745,-1.60096557,-8 pixels,N/A,N/A,N/A
47.84 s,-4.80 m,4.63 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020121980232321816,0.001282945988270643,-1.601135741,-8 pixels,N/A,N/A,N/A
47.96 s,-4.80 m,4.62 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020463826775548033,0.0013637136753434872,-1.601184863,-8 pixels,N/A,N/A,N/A
48.09 s,-4.80 m,4.61 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022355839648773527,0.0012457287748226117,-1.601309049,-8 pixels,N/A,N/A,N/A
48.21 s,-4.80 m,4.60 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002226250598436094,0.0012228549750976654,-1.601370572,-8 pixels,N/A,N/A,N/A
48.33 s,-4.80 m,4.59 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0023114285795062793,0.0011326420445019415,-1.601414869,-8 pixels,N/A,N/A,N/A
48.45 s,-4.80 m,4.57 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002288215222376001,0.0010984478960883513,-1.601593482,-8 pixels,N/A,N/A,N/A
48.57 s,-4.80 m,4.56 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0021939120724174706,0.001145647616163293,-1.601535006,-8 pixels,N/A,N/A,N/A
48.69 s,-4.80 m,4.55 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002248689321100812,0.0011115202210752375,-1.601725292,-8 pixels,N/A,N/A,N/A
48.81 s,-4.80 m,4.54 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0021033874750923083,0.0012949964345092613,-1.601759877,-8 pixels,N/A,N/A,N/A
48.93 s,-4.80 m,4.53 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0021512278774218382,0.0013667886248443864,-1.601871393,-7 pixels,N/A,N/A,N/A
49.05 s,-4.80 m,4.52 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001995708649622389,0.0015450902900523936,-1.601838598,-7 pixels,N/A,N/A,N/A
49.17 s,-4.80 m,4.51 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020281299506241,0.0015569830581708113,-1.601950872,-7 pixels,N/A,N/A,N/A
49.29 s,-4.80 m,4.50 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001940828018488799,0.0017230226156717304,-1.602030915,-7 pixels,N/A,N/A,N/A
49.41 s,-4.80 m,4.49 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019636782222560165,0.0016778310341148434,-1.602060075,-7 pixels,N/A,N/A,N/A
49.53 s,-4.80 m,4.48 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017844690528735362,0.0018033810661344483,-1.602091015,-7 pixels,N/A,N/A,N/A
49.65 s,-4.80 m,4.46 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018508217078972028,0.0017087873203414296,-1.602080585,-7 pixels,N/A,N/A,N/A
49.77 s,-4.80 m,4.45 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018604280266310432,0.00165020025051382,-1.602209321,-7 pixels,N/A,N/A,N/A
49.89 s,-4.80 m,4.44 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017990579991988872,0.0016749082885707308,-1.602180202,-7 pixels,N/A,N/A,N/A
50.01 s,-4.80 m,4.43 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017959031711232258,0.0015534030263848024,-1.602353839,-7 pixels,N/A,N/A,N/A
50.12 s,-4.80 m,4.42 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017883671635172183,0.001600466922958947,-1.602400019,-7 pixels,N/A,N/A,N/A
50.25 s,-4.80 m,4.41 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019314101009030764,0.001555882323802272,-1.602480478,-7 pixels,N/A,N/A,N/A
50.37 s,-4.80 m,4.40 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001974555424658233,0.0015911628850478698,-1.602517229,-7 pixels,N/A,N/A,N/A
50.49 s,-4.80 m,4.39 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021224371982630965,0.0015138978984594103,-1.602602334,-7 pixels,N/A,N/A,N/A
50.61 s,-4.80 m,4.38 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002036608688297814,0.0015733781163148027,-1.60266715,-7 pixels,N/A,N/A,N/A
50.73 s,-4.80 m,4.37 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021168081441609162,0.0014569768988168259,-1.602732683,-7 pixels,N/A,N/A,N/A
50.84 s,-4.80 m,4.36 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020014122618098452,0.0015039006349194255,-1.602711933,-8 pixels,N/A,N/A,N/A
50.96 s,-4.80 m,4.35 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.00208277169707873,0.001371512452863351,-1.602720838,-8 pixels,N/A,N/A,N/A
51.08 s,-4.80 m,4.34 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0020184992821231187,0.001384857991556256,-1.602791818,-8 pixels,N/A,N/A,N/A
51.2 s,-4.80 m,4.33 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021061005291337187,0.0012908324583456514,-1.602744271,-8 pixels,N/A,N/A,N/A
51.31 s,-4.80 m,4.32 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002117201042777247,0.0011842827003433246,-1.602927228,-8 pixels,N/A,N/A,N/A
51.43 s,-4.80 m,4.31 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021766785758493483,0.0010779476840876516,-1.602846889,-8 pixels,N/A,N/A,N/A
51.56 s,-4.80 m,4.29 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002186687442970194,0.0008908643573952283,-1.602990392,-8 pixels,N/A,N/A,N/A
51.69 s,-4.80 m,4.28 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002145939862392196,0.0009368481085328274,-1.602967745,-8 pixels,N/A,N/A,N/A
51.81 s,-4.80 m,4.27 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002083720868293797,0.0008548035815476775,-1.603027252,-9 pixels,N/A,N/A,N/A
51.94 s,-4.80 m,4.26 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002026845792352153,0.0008568014943584636,-1.602998951,-9 pixels,N/A,N/A,N/A
52.06 s,-4.80 m,4.25 m,0.47 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0021555935092779387,0.0006822036133166548,-1.603017786,-9 pixels,N/A,N/A,N/A
52.18 s,-4.80 m,4.24 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019088907875452325,0.0008618118389448546,-1.603068816,-9 pixels,N/A,N/A,N/A
52.3 s,-4.80 m,4.23 m,0.47 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019386789903666597,0.0008329287076775335,-1.603141232,-9 pixels,N/A,N/A,N/A
52.42 s,-4.80 m,4.22 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.00169003660669083,0.0010070710581420676,-1.603211614,-9 pixels,N/A,N/A,N/A
52.54 s,-4.80 m,4.21 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017823519507917393,0.0010091240453686085,-1.603240719,-9 pixels,N/A,N/A,N/A
52.66 s,-4.80 m,4.20 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.00166793349722609,0.0010396546264175937,-1.603341593,-9 pixels,N/A,N/A,N/A
52.78 s,-4.80 m,4.18 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017392230050804962,0.0010600688454438692,-1.603398816,-9 pixels,N/A,N/A,N/A
52.9 s,-4.80 m,4.17 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001683503264944072,0.0010880336077573353,-1.603431234,-9 pixels,N/A,N/A,N/A
53.01 s,-4.80 m,4.16 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001702104570367938,0.0011407857846102419,-1.603501505,-9 pixels,N/A,N/A,N/A
53.14 s,-4.80 m,4.15 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018125742225380908,0.0011921472618302005,-1.603589529,-9 pixels,N/A,N/A,N/A
53.26 s,-4.80 m,4.14 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018711177765159117,0.001260089330238292,-1.603599808,-9 pixels,N/A,N/A,N/A
53.38 s,-4.80 m,4.13 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002172176197877564,0.001117465375494604,-1.603655739,-9 pixels,N/A,N/A,N/A
53.5 s,-4.80 m,4.12 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021187349420165934,0.0012817326917732965,-1.603713834,-9 pixels,N/A,N/A,N/A
53.62 s,-4.80 m,4.11 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022666859467142544,0.0012006622584267571,-1.603785688,-9 pixels,N/A,N/A,N/A
53.73 s,-4.80 m,4.10 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022463789697235266,0.0012401732764437908,-1.603838195,-9 pixels,N/A,N/A,N/A
53.85 s,-4.80 m,4.09 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023648752070311255,0.0012037377862337921,-1.603900153,-9 pixels,N/A,N/A,N/A
53.97 s,-4.80 m,4.08 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023560064949640943,0.0011056318385609996,-1.603964233,-9 pixels,N/A,N/A,N/A
54.1 s,-4.80 m,4.07 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023941505953202326,0.0011985498697328015,-1.60401398,-9 pixels,N/A,N/A,N/A
54.22 s,-4.80 m,4.05 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0023140901634752047,0.0011501220821859054,-1.604057973,-9 pixels,N/A,N/A,N/A
54.34 s,-4.80 m,4.04 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021098750542124824,0.0013458147076236171,-1.604116437,-9 pixels,N/A,N/A,N/A
54.46 s,-4.80 m,4.03 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021660594982770725,0.0013390643350753453,-1.604203836,-9 pixels,N/A,N/A,N/A
54.58 s,-4.80 m,4.02 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019464654240896378,0.0014432623572419533,-1.604299736,-9 pixels,N/A,N/A,N/A
54.7 s,-4.80 m,4.01 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020052023766407496,0.0013544270076904568,-1.604389919,-9 pixels,N/A,N/A,N/A
54.82 s,-4.80 m,4.00 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018684265117809473,0.0014243714086642884,-1.604517528,-9 pixels,N/A,N/A,N/A
54.94 s,-4.80 m,3.99 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019620800304149867,0.0013664036891301206,-1.604532135,-9 pixels,N/A,N/A,N/A
55.06 s,-4.80 m,3.98 m,0.47 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019875708194516503,0.001400085163248604,-1.604764219,-9 pixels,N/A,N/A,N/A
55.19 s,-4.80 m,3.97 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019503257038410357,0.0014149902715968464,-1.60470795,-8 pixels,N/A,N/A,N/A
55.31 s,-4.80 m,3.96 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019109975011974588,0.0013087472428826275,-1.604928614,-8 pixels,N/A,N/A,N/A
55.43 s,-4.80 m,3.94 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017491622115665044,0.0012891588794899794,-1.604911662,-8 pixels,N/A,N/A,N/A
55.55 s,-4.80 m,3.93 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001870284852440074,0.0011442847192957679,-1.604966094,-8 pixels,N/A,N/A,N/A
55.67 s,-4.80 m,3.92 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019074712873883085,0.001161544962947816,-1.605058862,-8 pixels,N/A,N/A,N/A
55.8 s,-4.80 m,3.91 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020801682747299912,0.0010160020771541648,-1.60507893,-8 pixels,N/A,N/A,N/A
55.92 s,-4.80 m,3.90 m,0.47 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020393363258447436,0.0010591647525605942,-1.605250457,-8 pixels,N/A,N/A,N/A
