Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
102.61 s,-4.80 m,1.88 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019589962177904213,0.0008170090524296207,-1.548634695,-46 pixels,N/A,N/A,N/A
102.72 s,-4.80 m,1.87 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001916483205624388,0.0009731866107616831,-1.54861257,-46 pixels,N/A,N/A,N/A
102.85 s,-4.80 m,1.86 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001955630614574655,0.0010795877893693337,-1.54856901,-46 pixels,N/A,N/A,N/A
102.97 s,-4.80 m,1.85 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019132915369157667,0.0012220211846460678,-1.54859537,-46 pixels,N/A,N/A,N/A
103.07 s,-4.80 m,1.84 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020122394187063295,0.0012862027384156105,-1.548603386,-46 pixels,N/A,N/A,N/A
103.2 s,-4.80 m,1.83 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002037575064950716,0.001398421251702833,-1.548624882,-46 pixels,N/A,N/A,N/A
103.33 s,-4.80 m,1.82 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020774729726213614,0.0014313489633491813,-1.548573458,-46 pixels,N/A,N/A,N/A
103.48 s,-4.80 m,1.81 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021126094992786433,0.0015651000052446969,-1.548600652,-46 pixels,N/A,N/A,N/A
103.66 s,-4.80 m,1.79 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021773176631270626,0.0016294663857477649,-1.54859401,-46 pixels,N/A,N/A,N/A
103.68 s,-4.80 m,1.79 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002152434517992096,0.0016105338388046008,-1.548565815,-46 pixels,N/A,N/A,N/A
103.79 s,-4.80 m,1.78 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022299403059153834,0.0016260322523686933,-1.548614833,-46 pixels,N/A,N/A,N/A
103.9 s,-4.80 m,1.77 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002170050127735784,0.0016586966620239533,-1.548609946,-46 pixels,N/A,N/A,N/A
104.01 s,-4.80 m,1.76 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021181739003826787,0.0016442901624654262,-1.548585604,-46 pixels,N/A,N/A,N/A
104.13 s,-4.80 m,1.75 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002045997214187952,0.00165926352220666,-1.548645502,-46 pixels,N/A,N/A,N/A
104.25 s,-4.80 m,1.74 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020646319987261746,0.0016009701469046993,-1.548677366,-46 pixels,N/A,N/A,N/A
104.37 s,-4.80 m,1.73 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019574467099709946,0.001625951724554995,-1.548695353,-46 pixels,N/A,N/A,N/A
104.5 s,-4.80 m,1.72 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019252811744952477,0.0015652054456324546,-1.548689715,-46 pixels,N/A,N/A,N/A
104.61 s,-4.80 m,1.71 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018958092587033574,0.0015351971717083783,-1.5487135,-46 pixels,N/A,N/A,N/A
104.73 s,-4.80 m,1.70 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018394864664394424,0.0015220538506180512,-1.548647622,-46 pixels,N/A,N/A,N/A
104.83 s,-4.80 m,1.69 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017928506079336179,0.0016416321493170538,-1.548698363,-46 pixels,N/A,N/A,N/A
104.95 s,-4.80 m,1.68 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018026911202239637,0.0015465634622988562,-1.548706142,-46 pixels,N/A,N/A,N/A
105.08 s,-4.80 m,1.67 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017996044118911661,0.0016361526775456013,-1.548739205,-46 pixels,N/A,N/A,N/A
105.23 s,-4.80 m,1.66 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019475926934620455,0.0015617784456295994,-1.548801688,-46 pixels,N/A,N/A,N/A
105.33 s,-4.80 m,1.65 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018068340627847902,0.0016859246364575315,-1.548772366,-46 pixels,N/A,N/A,N/A
105.39 s,-4.80 m,1.64 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018124424088842481,0.0016254194566198805,-1.548813962,-46 pixels,N/A,N/A,N/A
105.5 s,-4.80 m,1.63 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018163282153063776,0.0016399057531149136,-1.548806145,-46 pixels,N/A,N/A,N/A
105.61 s,-4.80 m,1.62 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001808008505528842,0.0015931411839199764,-1.548807552,-46 pixels,N/A,N/A,N/A
105.74 s,-4.80 m,1.61 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017396914539756568,0.0015882908953063833,-1.548803392,-46 pixels,N/A,N/A,N/A
105.85 s,-4.80 m,1.60 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001675632003624406,0.0014912210704721188,-1.548841988,-45 pixels,N/A,N/A,N/A
105.96 s,-4.80 m,1.59 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017197010567408194,0.0014019892224528708,-1.548844181,-45 pixels,N/A,N/A,N/A
106.07 s,-4.80 m,1.58 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018745060137483982,0.0012430344553144596,-1.548843755,-44 pixels,N/A,N/A,N/A
106.19 s,-4.80 m,1.57 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018813641974436612,0.001216704863340375,-1.548883634,-43 pixels,N/A,N/A,N/A
106.33 s,-4.80 m,1.56 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019303136383198333,0.0011188370028315806,-1.548874438,-43 pixels,N/A,N/A,N/A
106.45 s,-4.80 m,1.55 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001937476863547183,0.001067491457407682,-1.548956752,-42 pixels,N/A,N/A,N/A
106.59 s,-4.80 m,1.54 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019213939028741335,0.0010387319392454564,-1.548945511,-42 pixels,N/A,N/A,N/A
106.7 s,-4.80 m,1.53 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018724527888312184,0.0011028666662342317,-1.548937662,-41 pixels,N/A,N/A,N/A
106.76 s,-4.80 m,1.53 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019050822999981416,0.0010976998906229482,-1.548949892,-40 pixels,N/A,N/A,N/A
106.89 s,-4.80 m,1.52 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019015556692585835,0.0011038459351477288,-1.548967086,-39 pixels,N/A,N/A,N/A
107.02 s,-4.80 m,1.51 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019362359285702798,0.0011075505492265333,-1.548909676,-39 pixels,N/A,N/A,N/A
107.13 s,-4.80 m,1.50 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019163555124741562,0.0011652081048285816,-1.54901793,-38 pixels,N/A,N/A,N/A
107.26 s,-4.80 m,1.49 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018691686498231162,0.0012313484967652918,-1.548983175,-37 pixels,N/A,N/A,N/A
107.36 s,-4.80 m,1.48 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018136076537269442,0.0012975556371193177,-1.549102751,-36 pixels,N/A,N/A,N/A
107.47 s,-4.80 m,1.47 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017582377833922508,0.0013531332323686736,-1.549114772,-36 pixels,N/A,N/A,N/A
107.58 s,-4.80 m,1.46 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001716562076391517,0.0015003777291907187,-1.549212204,-35 pixels,N/A,N/A,N/A
107.71 s,-4.80 m,1.45 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017633244620608823,0.001505170928852862,-1.549208975,-34 pixels,N/A,N/A,N/A
107.84 s,-4.80 m,1.44 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017590374764604618,0.001591203815593583,-1.549302182,-33 pixels,N/A,N/A,N/A
107.96 s,-4.80 m,1.43 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017864409285988034,0.0015571888513425283,-1.549229396,-32 pixels,N/A,N/A,N/A
108.09 s,-4.80 m,1.42 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018089669116279695,0.0015306475780821522,-1.549292517,-31 pixels,N/A,N/A,N/A
108.19 s,-4.80 m,1.41 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018693795873531845,0.0014362800244403827,-1.549169335,-31 pixels,N/A,N/A,N/A
108.31 s,-4.80 m,1.40 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018199920457380465,0.0014310967809228975,-1.549230829,-30 pixels,N/A,N/A,N/A
108.43 s,-4.80 m,1.39 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018352697485904423,0.0013100228179651105,-1.54911633,-29 pixels,N/A,N/A,N/A
108.54 s,-4.80 m,1.38 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018367905540676416,0.0013679313551456733,-1.549162082,-28 pixels,N/A,N/A,N/A
108.65 s,-4.81 m,1.37 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001898891064597766,0.0013192868095491526,-1.5491215,-27 pixels,N/A,N/A,N/A
108.77 s,-4.81 m,1.36 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001962098181598691,0.0014207713195150103,-1.549184662,-26 pixels,N/A,N/A,N/A
108.89 s,-4.81 m,1.35 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001989132769057071,0.0015005992730974284,-1.549231169,-25 pixels,N/A,N/A,N/A
109.03 s,-4.81 m,1.34 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019244992984754163,0.0016470192119389354,-1.549256172,-25 pixels,N/A,N/A,N/A
109.22 s,-4.81 m,1.32 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019526171731083313,0.0016930379250216941,-1.549333957,-24 pixels,N/A,N/A,N/A
109.24 s,-4.81 m,1.32 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019404067725654502,0.0016800403750475937,-1.549285017,-23 pixels,N/A,N/A,N/A
109.35 s,-4.81 m,1.31 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001984491322468338,0.0016475019355022907,-1.549262576,-22 pixels,N/A,N/A,N/A
109.45 s,-4.81 m,1.30 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019641811179119156,0.0016044269332977166,-1.549285344,-21 pixels,N/A,N/A,N/A
109.57 s,-4.81 m,1.29 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019625348697670125,0.0015482674635604607,-1.549293247,-20 pixels,N/A,N/A,N/A
109.68 s,-4.81 m,1.28 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019776812324856625,0.0015166066340764107,-1.549247027,-19 pixels,N/A,N/A,N/A
109.8 s,-4.81 m,1.27 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.002105411489994026,0.0013577776968545588,-1.549268278,-18 pixels,N/A,N/A,N/A
109.92 s,-4.81 m,1.26 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020682977040213384,0.001399861828401811,-1.5492851,-17 pixels,N/A,N/A,N/A
110.04 s,-4.81 m,1.25 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002012413990110573,0.0013671686455502567,-1.549268307,-16 pixels,N/A,N/A,N/A
110.16 s,-4.81 m,1.24 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001904187621866967,0.001435944947026659,-1.549301233,-15 pixels,N/A,N/A,N/A
110.28 s,-4.81 m,1.23 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018392254366274411,0.0014539139696537326,-1.549275409,-14 pixels,N/A,N/A,N/A
110.42 s,-4.81 m,1.22 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017390267333016712,0.0015289062567806924,-1.549327118,-13 pixels,N/A,N/A,N/A
110.54 s,-4.81 m,1.21 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017556097227116828,0.0015670716571697242,-1.549387644,-12 pixels,N/A,N/A,N/A
110.65 s,-4.81 m,1.20 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017888133859552166,0.0015759423829954206,-1.549403474,-12 pixels,N/A,N/A,N/A
110.77 s,-4.81 m,1.19 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018570178778187334,0.0010144707650283984,-1.549461392,-12 pixels,N/A,N/A,N/A
110.89 s,-4.81 m,1.18 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018002496835103265,0.0012853297491728286,-1.549496945,-12 pixels,N/A,N/A,N/A
111.02 s,-4.81 m,1.17 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017614781833364937,-9.58E-05,-1.549476692,-13 pixels,N/A,N/A,N/A
111.14 s,-4.81 m,1.16 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016324850610630055,-0.002924427,-1.549437537,-14 pixels,N/A,N/A,N/A
111.27 s,-4.81 m,1.16 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016488652272148617,-0.00293992,-1.549473927,-14 pixels,N/A,N/A,N/A
111.39 s,-4.81 m,1.15 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0016317855298807764,-0.000136413,-1.5495289,-13 pixels,N/A,N/A,N/A
111.51 s,-4.81 m,1.14 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.001702809676113247,0.000248599048605656,-1.549514099,-12 pixels,N/A,N/A,N/A
111.63 s,-4.81 m,1.13 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017709856398764785,-0.003010007,-1.549588307,-12 pixels,N/A,N/A,N/A
111.76 s,-4.81 m,1.12 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0018734053450295595,-0.002514516,-1.54960421,-13 pixels,N/A,N/A,N/A
111.88 s,-4.81 m,1.11 m,0.46 m,0.02 m/s,-0.10 m/s,-0.00 m/s,0.0018903185273137974,-2.94E-05,-1.549624249,-12 pixels,N/A,N/A,N/A
112.0 s,-4.81 m,1.10 m,0.46 m,0.02 m/s,-0.10 m/s,-0.00 m/s,0.0019056175276773134,0.0007044354670958341,-1.549644378,-11 pixels,N/A,N/A,N/A
112.12 s,-4.80 m,1.09 m,0.46 m,0.02 m/s,-0.09 m/s,-0.00 m/s,0.0019223443516156096,-0.002731489,-1.549595841,-10 pixels,N/A,N/A,N/A
112.25 s,-4.80 m,1.08 m,0.46 m,0.02 m/s,-0.09 m/s,-0.00 m/s,0.002047330661057757,-0.000625191,-1.549646544,-11 pixels,N/A,N/A,N/A
112.38 s,-4.80 m,1.07 m,0.46 m,0.02 m/s,-0.09 m/s,-0.00 m/s,0.002132680618072131,0.002268271813259495,-1.549657553,-9 pixels,N/A,N/A,N/A
112.5 s,-4.80 m,1.06 m,0.46 m,0.02 m/s,-0.09 m/s,-0.00 m/s,0.0022068325477817238,0.003932177661759915,-1.549715121,-8 pixels,N/A,N/A,N/A
112.62 s,-4.79 m,1.05 m,0.46 m,0.02 m/s,-0.09 m/s,-0.00 m/s,0.0021949901078914106,0.004493116895225982,-1.549741201,-7 pixels,N/A,N/A,N/A
112.74 s,-4.79 m,1.04 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0023325798787547794,0.004213914061811737,-1.549757535,-6 pixels,N/A,N/A,N/A
112.87 s,-4.79 m,1.03 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0023698937171771914,0.00391132028926532,-1.549764961,-5 pixels,N/A,N/A,N/A
112.99 s,-4.79 m,1.02 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002528339042951359,0.003449542229508406,-1.549802465,-5 pixels,N/A,N/A,N/A
113.11 s,-4.79 m,1.01 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0024184616050449024,0.0033043504905178062,-1.549815856,-5 pixels,N/A,N/A,N/A
113.24 s,-4.79 m,1.00 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002373556270201835,0.0030739535645226542,-1.549828004,-4 pixels,N/A,N/A,N/A
113.37 s,-4.79 m,0.99 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002182757206860899,0.0030059808111231466,-1.549848087,-4 pixels,N/A,N/A,N/A
113.5 s,-4.79 m,0.98 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021759830430985788,0.0028098681198295973,-1.5498741,-4 pixels,N/A,N/A,N/A
113.63 s,-4.79 m,0.97 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002086980151825642,0.0026456117266252803,-1.549864157,-4 pixels,N/A,N/A,N/A
113.76 s,-4.79 m,0.96 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002052593567414479,0.0024949815413071227,-1.549908668,-4 pixels,N/A,N/A,N/A
113.89 s,-4.79 m,0.95 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020233212749442026,0.0023287521491337604,-1.549974974,-5 pixels,N/A,N/A,N/A
114.02 s,-4.79 m,0.94 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019550807496474965,0.002164134047964605,-1.549970115,-5 pixels,N/A,N/A,N/A
114.14 s,-4.79 m,0.93 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0018662535328143103,0.002064249457643432,-1.54999923,-5 pixels,N/A,N/A,N/A
114.27 s,-4.79 m,0.92 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017606637818100334,0.001908046939302033,-1.550010517,-5 pixels,N/A,N/A,N/A
114.39 s,-4.79 m,0.91 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0016021458248933254,0.001836232510653769,-1.550006948,-5 pixels,N/A,N/A,N/A
114.52 s,-4.79 m,0.90 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015193132673603032,0.0017459747800659168,-1.550107427,-6 pixels,N/A,N/A,N/A
114.63 s,-4.80 m,0.89 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001496077155139842,0.0016362845587165537,-1.550124145,-6 pixels,N/A,N/A,N/A
114.76 s,-4.80 m,0.88 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015064741272293343,0.001580058488429445,-1.550206907,-6 pixels,N/A,N/A,N/A
114.88 s,-4.80 m,0.87 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0014812785704698271,0.0015622902310671993,-1.550260909,-7 pixels,N/A,N/A,N/A
115.0 s,-4.80 m,0.86 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015112946981041852,0.001464449565109806,-1.550212969,-7 pixels,N/A,N/A,N/A
115.13 s,-4.80 m,0.85 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015298474224945216,0.0013746230813085282,-1.55026347,-7 pixels,N/A,N/A,N/A
115.25 s,-4.80 m,0.84 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016110849771392233,0.0013200150947927662,-1.55031257,-8 pixels,N/A,N/A,N/A
115.37 s,-4.80 m,0.83 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016483249063954512,0.0012698386192615642,-1.55037019,-8 pixels,N/A,N/A,N/A
115.49 s,-4.80 m,0.82 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017566205316487684,0.00120213328234176,-1.550389655,-8 pixels,N/A,N/A,N/A
115.62 s,-4.80 m,0.81 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018126601103721593,0.001060120988255445,-1.550443122,-9 pixels,N/A,N/A,N/A
115.74 s,-4.80 m,0.80 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001798834911423479,0.0010185760477254271,-1.550578656,-9 pixels,N/A,N/A,N/A
115.87 s,-4.80 m,0.79 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001813137911478116,0.0009363470778923279,-1.550521694,-9 pixels,N/A,N/A,N/A
115.99 s,-4.80 m,0.78 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017957567861147383,0.0008611029494237912,-1.550585502,-9 pixels,N/A,N/A,N/A
116.13 s,-4.80 m,0.77 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001771229285834588,0.0007745878627409946,-1.550582665,-10 pixels,N/A,N/A,N/A
116.25 s,-4.81 m,0.76 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017190772102446612,0.0008226576535022965,-1.550617312,-10 pixels,N/A,N/A,N/A
116.37 s,-4.81 m,0.75 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001715412429382106,0.0008027929107693714,-1.550638931,-10 pixels,N/A,N/A,N/A
116.5 s,-4.81 m,0.74 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0016983060571463921,0.0008846714814107597,-1.550756493,-10 pixels,N/A,N/A,N/A
116.62 s,-4.81 m,0.73 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017439903061442323,0.0009381160789789308,-1.55067769,-10 pixels,N/A,N/A,N/A
116.75 s,-4.81 m,0.72 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017891697266147954,0.001013412023962365,-1.550748956,-11 pixels,N/A,N/A,N/A
116.88 s,-4.81 m,0.71 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019220880593341,-0.000933375,-1.550740459,-11 pixels,N/A,N/A,N/A
117.01 s,-4.81 m,0.70 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019765048137898177,-0.001795379,-1.550616702,-11 pixels,N/A,N/A,N/A
117.13 s,-4.81 m,0.69 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002014255188413996,9.584331342035756e-05,-1.550579585,-11 pixels,N/A,N/A,N/A
117.25 s,-4.81 m,0.68 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.002104509109846426,-0.000221319,-1.550603243,-11 pixels,N/A,N/A,N/A
117.37 s,-4.81 m,0.67 m,0.46 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0022009592261411966,-0.002477317,-1.5506452,-11 pixels,N/A,N/A,N/A
117.49 s,-4.80 m,0.66 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0022341285980861172,-0.002680405,-1.550662623,-11 pixels,N/A,N/A,N/A
117.62 s,-4.80 m,0.65 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002139835368843297,0.00032889033171841286,-1.550848814,-11 pixels,N/A,N/A,N/A
117.76 s,-4.80 m,0.64 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002052312051134124,0.0008501212154748778,-1.550747768,-11 pixels,N/A,N/A,N/A
117.88 s,-4.80 m,0.63 m,0.46 m,0.02 m/s,-0.10 m/s,-0.00 m/s,0.0020786430616088524,-0.001027813,-1.550758606,-11 pixels,N/A,N/A,N/A
118.01 s,-4.80 m,0.62 m,0.46 m,0.02 m/s,-0.10 m/s,-0.00 m/s,0.00213208827743878,-0.000524198,-1.550824414,-9 pixels,N/A,N/A,N/A
118.13 s,-4.80 m,0.61 m,0.46 m,0.02 m/s,-0.10 m/s,-0.00 m/s,0.0022286609203793924,0.0023280689701323685,-1.550850155,-9 pixels,N/A,N/A,N/A
118.26 s,-4.79 m,0.60 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002256135344938395,0.0038139927254155484,-1.550905193,-9 pixels,N/A,N/A,N/A
118.38 s,-4.79 m,0.59 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002216942650575212,0.004171726993881049,-1.550936204,-8 pixels,N/A,N/A,N/A
118.5 s,-4.79 m,0.58 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0023039446260628917,0.0038360009568314045,-1.550994809,-7 pixels,N/A,N/A,N/A
118.62 s,-4.79 m,0.57 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002179475747988904,0.0035655127100294756,-1.551006511,-6 pixels,N/A,N/A,N/A
118.74 s,-4.79 m,0.56 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0022177474231411635,0.003182518708056555,-1.551014595,-5 pixels,N/A,N/A,N/A
118.87 s,-4.79 m,0.55 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021135334582172496,0.003026733209868105,-1.5510474,-5 pixels,N/A,N/A,N/A
118.99 s,-4.79 m,0.54 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002231647231152812,0.0027005412462754973,-1.551084591,-4 pixels,N/A,N/A,N/A
119.12 s,-4.79 m,0.53 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.002143606708917802,0.0026836366159541797,-1.551072972,-4 pixels,N/A,N/A,N/A
119.25 s,-4.79 m,0.52 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021293934832079175,0.0024931062897425678,-1.551136839,-4 pixels,N/A,N/A,N/A
119.37 s,-4.79 m,0.50 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020990032356347998,0.0023138315195601025,-1.551124837,-4 pixels,N/A,N/A,N/A
119.49 s,-4.79 m,0.50 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021896747364558047,0.0021656664417158125,-1.551181649,-4 pixels,N/A,N/A,N/A
119.62 s,-4.79 m,0.49 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020280182602655924,0.0020386284829884134,-1.551196256,-4 pixels,N/A,N/A,N/A
119.74 s,-4.79 m,0.48 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020354277803630613,0.001896525491998503,-1.551244001,-4 pixels,N/A,N/A,N/A
