Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
84.38 s,-4.76 m,3.28 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018359008972053498,0.0013715977622293595,-1.550408734,8 pixels,N/A,N/A,N/A
84.5 s,-4.76 m,3.27 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018328507722411857,0.001441267247398142,-1.550434253,8 pixels,N/A,N/A,N/A
84.62 s,-4.76 m,3.26 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001970577115039736,0.0013863119784036486,-1.550321115,8 pixels,N/A,N/A,N/A
84.74 s,-4.76 m,3.25 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019125730975451893,0.0014218271753225146,-1.550346632,8 pixels,N/A,N/A,N/A
84.87 s,-4.76 m,3.24 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0019287581997204963,0.001333248015886799,-1.550309408,8 pixels,N/A,N/A,N/A
85.0 s,-4.76 m,3.23 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017437823494217853,0.0014383529061208092,-1.550319842,8 pixels,N/A,N/A,N/A
85.22 s,-4.76 m,3.22 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001699246428026891,0.001292188954959657,-1.550206194,8 pixels,N/A,N/A,N/A
85.34 s,-4.76 m,3.21 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016212847941655254,0.0012652457475409817,-1.55021561,9 pixels,N/A,N/A,N/A
85.45 s,-4.76 m,3.20 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016614976288570598,0.0012116777194930788,-1.550141613,9 pixels,N/A,N/A,N/A
85.58 s,-4.76 m,3.19 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016841588198571388,0.0011971609751764195,-1.550028949,9 pixels,N/A,N/A,N/A
85.7 s,-4.76 m,3.18 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017910704606772477,0.0010848771233700702,-1.549979603,9 pixels,N/A,N/A,N/A
85.82 s,-4.75 m,3.17 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0016750031067220568,0.001174329124344847,-1.549925417,9 pixels,N/A,N/A,N/A
85.95 s,-4.75 m,3.16 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017187600983754772,0.0011080171675375053,-1.549872221,9 pixels,N/A,N/A,N/A
86.07 s,-4.75 m,3.15 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0017135639591490275,0.0012368957919362527,-1.549813034,9 pixels,N/A,N/A,N/A
86.2 s,-4.75 m,3.14 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0018779571375810312,0.001195770762550267,-1.549761608,9 pixels,N/A,N/A,N/A
86.33 s,-4.75 m,3.13 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.001949701408965873,0.0013441427709828034,-1.549807635,9 pixels,N/A,N/A,N/A
86.45 s,-4.75 m,3.12 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0020954677007398504,0.0013337326733614116,-1.549847358,9 pixels,N/A,N/A,N/A
86.57 s,-4.75 m,3.11 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002193453654035176,0.001475844216767976,-1.549855896,10 pixels,N/A,N/A,N/A
86.7 s,-4.75 m,3.10 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002370250280574334,0.0014145149219889817,-1.549796662,10 pixels,N/A,N/A,N/A
86.82 s,-4.75 m,3.09 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0023969856867849687,0.0014597654463464702,-1.549770425,10 pixels,N/A,N/A,N/A
86.99 s,-4.75 m,3.08 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0024783351860352687,0.0014280070191433514,-1.549700419,10 pixels,N/A,N/A,N/A
87.13 s,-4.75 m,3.07 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.0023769241015140874,0.001444396011357473,-1.549723314,10 pixels,N/A,N/A,N/A
87.26 s,-4.75 m,3.06 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002327596371491568,0.001529909219349847,-1.549545646,10 pixels,N/A,N/A,N/A
87.38 s,-4.75 m,3.05 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002222186524796639,0.0016470003884812988,-1.549597727,10 pixels,N/A,N/A,N/A
87.5 s,-4.75 m,3.04 m,0.46 m,0.00 m/s,-0.10 m/s,0.00 m/s,0.002162260970453869,0.0016077417814591992,-1.549534413,10 pixels,N/A,N/A,N/A
87.62 s,-4.75 m,3.03 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019262519197281473,0.0017373962053446575,-1.549473015,10 pixels,N/A,N/A,N/A
87.74 s,-4.75 m,3.02 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001911864860739006,0.0017825016381767277,-1.549504421,11 pixels,N/A,N/A,N/A
87.87 s,-4.75 m,3.01 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017476865786115175,0.003313738356121,-1.549511263,11 pixels,N/A,N/A,N/A
87.99 s,-4.75 m,3.00 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017681964089908313,0.005412127794391718,-1.549514263,11 pixels,N/A,N/A,N/A
88.13 s,-4.75 m,2.99 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017072586438806189,0.004337388599318739,-1.549497269,11 pixels,N/A,N/A,N/A
88.25 s,-4.75 m,2.98 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017877488430608753,0.003876002914658934,-1.549463175,11 pixels,N/A,N/A,N/A
88.37 s,-4.75 m,2.97 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0016894246027445246,0.0059987682090323555,-1.549505812,11 pixels,N/A,N/A,N/A
88.59 s,-4.76 m,2.95 m,0.46 m,-0.02 m/s,-0.10 m/s,-0.00 m/s,0.0014596059660073211,0.003658866733041723,-1.549414178,10 pixels,N/A,N/A,N/A
88.71 s,-4.76 m,2.94 m,0.46 m,-0.02 m/s,-0.10 m/s,-0.00 m/s,0.0014358319990647286,0.0008548072236991213,-1.54934798,9 pixels,N/A,N/A,N/A
88.83 s,-4.76 m,2.94 m,0.46 m,-0.02 m/s,-0.10 m/s,-0.00 m/s,0.0014770145950030928,-0.000184439,-1.549299751,8 pixels,N/A,N/A,N/A
88.95 s,-4.76 m,2.93 m,0.46 m,-0.02 m/s,-0.10 m/s,-0.00 m/s,0.0016054453467964943,-0.000569869,-1.549314819,7 pixels,N/A,N/A,N/A
89.07 s,-4.76 m,2.92 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.001725346868522886,-0.00041805,-1.549261998,6 pixels,N/A,N/A,N/A
89.19 s,-4.76 m,2.91 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017628846534197206,-0.000238598,-1.549251863,6 pixels,N/A,N/A,N/A
89.31 s,-4.76 m,2.90 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0018268752520143657,-5.64E-05,-1.549234922,5 pixels,N/A,N/A,N/A
89.43 s,-4.77 m,2.89 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017096802059596533,0.00013250688316366618,-1.549194731,5 pixels,N/A,N/A,N/A
89.56 s,-4.77 m,2.88 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017461776113865614,0.0002002558762387431,-1.549189804,4 pixels,N/A,N/A,N/A
89.68 s,-4.77 m,2.87 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.001624561253271643,0.00032243762748794763,-1.549177581,4 pixels,N/A,N/A,N/A
89.8 s,-4.77 m,2.86 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0017392966815951178,0.00040776768802282335,-1.549159196,4 pixels,N/A,N/A,N/A
89.91 s,-4.77 m,2.85 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0016330171426156177,0.0005625856713990805,-1.549145712,4 pixels,N/A,N/A,N/A
90.04 s,-4.77 m,2.84 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001801513613524528,0.000614938002217183,-1.549080571,4 pixels,N/A,N/A,N/A
90.16 s,-4.77 m,2.83 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017422677457048558,0.0009201051494993032,-1.549112354,4 pixels,N/A,N/A,N/A
90.29 s,-4.77 m,2.82 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001855325851591471,0.0009385342763112914,-1.549063145,4 pixels,N/A,N/A,N/A
90.42 s,-4.77 m,2.81 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017313990715735364,0.0012308483890927802,-1.549078896,3 pixels,N/A,N/A,N/A
90.54 s,-4.77 m,2.80 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001809438061939526,0.0012283412282986072,-1.549018506,3 pixels,N/A,N/A,N/A
90.67 s,-4.77 m,2.79 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017841055258168426,0.001459617708548632,-1.549006338,3 pixels,N/A,N/A,N/A
90.79 s,-4.77 m,2.79 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018892550946470734,0.001387103290466669,-1.549010175,3 pixels,N/A,N/A,N/A
90.93 s,-4.77 m,2.78 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018169984895712863,0.0016092632403434937,-1.549000817,3 pixels,N/A,N/A,N/A
91.05 s,-4.77 m,2.77 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018328135191347484,0.001558624960434752,-1.549007005,3 pixels,N/A,N/A,N/A
91.18 s,-4.77 m,2.76 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017654761899924749,0.0017587489304985002,-1.548957777,3 pixels,N/A,N/A,N/A
91.31 s,-4.77 m,2.75 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017778713881670734,0.0016827367585772449,-1.549025759,3 pixels,N/A,N/A,N/A
91.44 s,-4.77 m,2.74 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017562453289711776,0.001815145432592227,-1.548895074,3 pixels,N/A,N/A,N/A
91.62 s,-4.77 m,2.72 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018693563254750273,0.0018217665337212628,-1.548939737,3 pixels,N/A,N/A,N/A
91.74 s,-4.77 m,2.71 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019083992032058836,0.0018588540504310216,-1.548953982,3 pixels,N/A,N/A,N/A
91.86 s,-4.77 m,2.70 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019561941818159708,0.0018282240050760746,-1.548942076,2 pixels,N/A,N/A,N/A
91.98 s,-4.77 m,2.69 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001926915482960032,0.001864986242876204,-1.5489556,2 pixels,N/A,N/A,N/A
92.11 s,-4.77 m,2.68 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.00193156522657501,0.0018675692862309382,-1.549004538,2 pixels,N/A,N/A,N/A
92.23 s,-4.77 m,2.67 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019542337338637164,0.0019319708427456956,-1.548998062,2 pixels,N/A,N/A,N/A
92.36 s,-4.77 m,2.66 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0020529530628465727,0.0017773714888165274,-1.54892513,2 pixels,N/A,N/A,N/A
92.48 s,-4.78 m,2.65 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019578659514114896,0.00177009722479767,-1.548900848,1 pixels,N/A,N/A,N/A
92.6 s,-4.78 m,2.64 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0019662377731246936,0.0016366156276999369,-1.548887771,1 pixels,N/A,N/A,N/A
92.73 s,-4.78 m,2.63 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018298520803123556,0.0016192623449634677,-1.548902776,1 pixels,N/A,N/A,N/A
92.85 s,-4.78 m,2.62 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018451082069939964,0.0014651295596022304,-1.548893626,0 pixels,N/A,N/A,N/A
92.96 s,-4.78 m,2.62 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001692429977694461,0.0015172533637934672,-1.548885712,0 pixels,N/A,N/A,N/A
93.08 s,-4.78 m,2.61 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017459298951525623,0.0014674135982887604,-1.548819708,0 pixels,N/A,N/A,N/A
93.2 s,-4.78 m,2.60 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001634239394755437,0.0014632226733862555,-1.548892082,0 pixels,N/A,N/A,N/A
93.32 s,-4.78 m,2.59 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016536147926503083,0.001314691643057891,-1.548789345,-1 pixels,N/A,N/A,N/A
93.44 s,-4.78 m,2.58 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015414012878221476,0.0012677136939715414,-1.548837456,-1 pixels,N/A,N/A,N/A
93.57 s,-4.78 m,2.57 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016131213901192795,0.0010698541758995279,-1.548703292,-1 pixels,N/A,N/A,N/A
93.69 s,-4.78 m,2.56 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015862682860543409,0.0011055466900728114,-1.548761374,-2 pixels,N/A,N/A,N/A
93.84 s,-4.78 m,2.55 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016499845240397232,0.00103742913876872,-1.548644892,-2 pixels,N/A,N/A,N/A
93.95 s,-4.78 m,2.54 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016377412770395875,0.0011126846159510858,-1.548690242,-2 pixels,N/A,N/A,N/A
94.11 s,-4.78 m,2.53 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016885926624280161,0.0010898261656959749,-1.548667317,-2 pixels,N/A,N/A,N/A
94.22 s,-4.78 m,2.52 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001602892916449615,0.0011003520346619564,-1.548648322,-2 pixels,N/A,N/A,N/A
94.35 s,-4.79 m,2.51 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0016202380947584881,0.001119477495730088,-1.548621803,-3 pixels,N/A,N/A,N/A
94.47 s,-4.79 m,2.50 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0015194426044664732,0.001186359127670378,-1.54869179,-3 pixels,N/A,N/A,N/A
94.64 s,-4.79 m,2.49 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001615134540393941,0.0012258371322241687,-1.548602123,-3 pixels,N/A,N/A,N/A
94.76 s,-4.79 m,2.48 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0015815860790077073,0.0013282481647303066,-1.548630285,-3 pixels,N/A,N/A,N/A
94.88 s,-4.79 m,2.47 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0016799770167099134,0.0012701458714333728,-1.548536138,-3 pixels,N/A,N/A,N/A
95.0 s,-4.79 m,2.46 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0017614709206180933,0.0013144634759007917,-1.548544914,-3 pixels,N/A,N/A,N/A
95.13 s,-4.79 m,2.45 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018891790504476102,0.0012538193866810999,-1.548516028,-3 pixels,N/A,N/A,N/A
95.25 s,-4.79 m,2.44 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001881121376196816,0.001322143850383698,-1.548481259,-4 pixels,N/A,N/A,N/A
95.37 s,-4.79 m,2.43 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001999373850215198,0.0013311449138474183,-1.548460012,-4 pixels,N/A,N/A,N/A
95.49 s,-4.79 m,2.42 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018728475872877735,0.0012726356916126342,-1.548493771,-4 pixels,N/A,N/A,N/A
95.61 s,-4.79 m,2.42 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019552386563208425,0.0011018521594061016,-1.548457144,-4 pixels,N/A,N/A,N/A
95.73 s,-4.79 m,2.41 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018637477335075644,0.0009899381212808238,-1.548501987,-4 pixels,N/A,N/A,N/A
95.86 s,-4.79 m,2.40 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019658383411247063,0.0007947901816983487,-1.54847389,-5 pixels,N/A,N/A,N/A
95.99 s,-4.79 m,2.39 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0019138487804874755,0.0007407039386328142,-1.548498744,-7 pixels,N/A,N/A,N/A
96.11 s,-4.79 m,2.38 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.001951030263378564,0.0006261937205362205,-1.548445234,-8 pixels,N/A,N/A,N/A
96.26 s,-4.79 m,2.37 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0018197826389473415,0.000638645615860023,-1.548470439,-9 pixels,N/A,N/A,N/A
96.38 s,-4.79 m,2.36 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.001858517363569231,0.0005151780515636433,-1.548467818,-11 pixels,N/A,N/A,N/A
96.51 s,-4.79 m,2.35 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017278305355162044,-0.000426995,-1.548447431,-12 pixels,N/A,N/A,N/A
96.61 s,-4.79 m,2.34 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.0017503126805594078,-0.004539707,-1.548456957,-14 pixels,N/A,N/A,N/A
96.74 s,-4.79 m,2.33 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.0017668019813695322,-0.002082142,-1.548485718,-15 pixels,N/A,N/A,N/A
96.87 s,-4.79 m,2.32 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.0017987565656688255,0.0003156573613635474,-1.548551849,-15 pixels,N/A,N/A,N/A
97.0 s,-4.79 m,2.31 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.001882583186014544,0.0015869511544299773,-1.548546677,-15 pixels,N/A,N/A,N/A
97.14 s,-4.79 m,2.30 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.0020715501188417794,0.0019284312630898465,-1.548521603,-16 pixels,N/A,N/A,N/A
97.26 s,-4.78 m,2.29 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.002160759222948871,0.0020003986085271822,-1.548538405,-17 pixels,N/A,N/A,N/A
97.39 s,-4.78 m,2.28 m,0.46 m,0.01 m/s,-0.09 m/s,-0.00 m/s,0.0023192829997230294,0.0018744784982864151,-1.54851193,-18 pixels,N/A,N/A,N/A
97.51 s,-4.78 m,2.27 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.00230010147844079,0.0017915951987872568,-1.54846982,-18 pixels,N/A,N/A,N/A
97.66 s,-4.78 m,2.26 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0023561658943846106,0.001603198467639517,-1.548479482,-19 pixels,N/A,N/A,N/A
97.8 s,-4.78 m,2.25 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002194910630843132,0.001788003071399479,-1.548481841,-20 pixels,N/A,N/A,N/A
97.88 s,-4.78 m,2.24 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.002264316577749789,0.0017955298288510517,-1.548501289,-21 pixels,N/A,N/A,N/A
98.01 s,-4.78 m,2.24 m,0.46 m,0.01 m/s,-0.10 m/s,-0.00 m/s,0.0021603926239553623,0.0020866913402598783,-1.548481745,-22 pixels,N/A,N/A,N/A
98.14 s,-4.78 m,2.23 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002148209613042957,0.00217394586326003,-1.548475878,-23 pixels,N/A,N/A,N/A
98.27 s,-4.78 m,2.22 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002045704823910309,0.002398919959240495,-1.548456709,-23 pixels,N/A,N/A,N/A
98.39 s,-4.78 m,2.21 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002068921591885928,0.0023905089050041874,-1.548476322,-24 pixels,N/A,N/A,N/A
98.51 s,-4.78 m,2.20 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002118003279015901,0.002476722335428111,-1.548447215,-25 pixels,N/A,N/A,N/A
98.63 s,-4.78 m,2.19 m,0.46 m,0.00 m/s,-0.10 m/s,-0.00 m/s,0.002193056376089644,0.0024224919033598545,-1.548461864,-26 pixels,N/A,N/A,N/A
98.76 s,-4.78 m,2.18 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021490504383499527,0.002527851971418395,-1.548455702,-27 pixels,N/A,N/A,N/A
98.89 s,-4.78 m,2.17 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021261594351974092,0.0024138905457524577,-1.548479474,-28 pixels,N/A,N/A,N/A
99.01 s,-4.78 m,2.16 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0020907807469466243,0.0023997921699769297,-1.54843649,-29 pixels,N/A,N/A,N/A
99.14 s,-4.78 m,2.15 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.0021038803656278403,0.0022368660521007856,-1.548506839,-30 pixels,N/A,N/A,N/A
99.27 s,-4.78 m,2.14 m,0.46 m,-0.00 m/s,-0.10 m/s,-0.00 m/s,0.00198050329282967,0.0022810178376738545,-1.54848945,-31 pixels,N/A,N/A,N/A
99.4 s,-4.78 m,2.13 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019109268798886453,0.002171156373903403,-1.548486838,-32 pixels,N/A,N/A,N/A
99.52 s,-4.78 m,2.12 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.001859387707248555,0.002189438083337236,-1.548461458,-33 pixels,N/A,N/A,N/A
99.64 s,-4.78 m,2.11 m,0.46 m,-0.01 m/s,-0.10 m/s,-0.00 m/s,0.0019458082917260674,0.0020504004271570384,-1.54861364,-34 pixels,N/A,N/A,N/A
99.76 s,-4.78 m,2.10 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018851837250653362,0.0020540963406588805,-1.548542969,-35 pixels,N/A,N/A,N/A
99.89 s,-4.78 m,2.09 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018658794239796305,0.0018976946659481132,-1.548628132,-36 pixels,N/A,N/A,N/A
100.01 s,-4.78 m,2.08 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017457483416229913,0.0019396206738721547,-1.548705742,-37 pixels,N/A,N/A,N/A
100.13 s,-4.78 m,2.07 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017724564410058503,0.0018316726276111314,-1.548690715,-38 pixels,N/A,N/A,N/A
100.24 s,-4.79 m,2.06 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001701753097492139,0.0017534605678126813,-1.548715879,-39 pixels,N/A,N/A,N/A
100.37 s,-4.79 m,2.05 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016512399576215924,0.0016486709779244553,-1.548667003,-40 pixels,N/A,N/A,N/A
100.5 s,-4.79 m,2.04 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015707206495676983,0.0016646220884670474,-1.548771396,-41 pixels,N/A,N/A,N/A
100.63 s,-4.79 m,2.03 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0015359150993681965,0.0015812157292357412,-1.548684638,-42 pixels,N/A,N/A,N/A
100.77 s,-4.79 m,2.02 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0014473319289973127,0.0015722493147283544,-1.548785236,-43 pixels,N/A,N/A,N/A
100.89 s,-4.79 m,2.01 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001440015469476215,0.0014999722530046485,-1.54880989,-44 pixels,N/A,N/A,N/A
101.03 s,-4.79 m,2.00 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0013944453351979551,0.0014355379636927762,-1.548723516,-45 pixels,N/A,N/A,N/A
101.15 s,-4.79 m,1.99 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0014529969961261829,0.0011276844430873592,-1.54868963,-45 pixels,N/A,N/A,N/A
101.28 s,-4.79 m,1.98 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0014673021611005556,0.0010035070131182002,-1.548729271,-45 pixels,N/A,N/A,N/A
101.4 s,-4.79 m,1.97 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0016229646561710953,0.0007460096710643273,-1.54867046,-45 pixels,N/A,N/A,N/A
101.53 s,-4.79 m,1.96 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0017195429676238752,0.0006920111726594696,-1.548721479,-45 pixels,N/A,N/A,N/A
101.67 s,-4.80 m,1.95 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.0018281901032580908,0.0005057355110182192,-1.548736181,-46 pixels,N/A,N/A,N/A
101.8 s,-4.80 m,1.94 m,0.46 m,-0.01 m/s,-0.10 m/s,0.00 m/s,0.001862460602345237,0.0004921930582328155,-1.548731182,-46 pixels,N/A,N/A,N/A
101.91 s,-4.80 m,1.93 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019189148608101329,0.00043557015422725134,-1.548738282,-46 pixels,N/A,N/A,N/A
102.03 s,-4.80 m,1.92 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018747428499770668,0.0004954753075062992,-1.548714177,-46 pixels,N/A,N/A,N/A
102.15 s,-4.80 m,1.91 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.001849224751957574,0.0004391212245071464,-1.548678804,-46 pixels,N/A,N/A,N/A
102.26 s,-4.80 m,1.90 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0018374837460043974,0.0005393949226454922,-1.548659731,-46 pixels,N/A,N/A,N/A
102.37 s,-4.80 m,1.90 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019553091064975765,0.0005322417445873543,-1.548684067,-46 pixels,N/A,N/A,N/A
102.48 s,-4.80 m,1.89 m,0.46 m,-0.00 m/s,-0.10 m/s,0.00 m/s,0.0019427197462844065,0.0007071817383375232,-1.548649708,-46 pixels,N/A,N/A,N/A
